profile_id,year,id,wtssps,age,sex,racecen1,hispanic,degree,income16,hompop,class,region,srcbelt,partyid,polviews,relig,reborn,reliten,consci
p07945,2022,1890,0.48110305916714785,42,male,white,not hispanic,bachelor's,"$170,000 or over",6,middle class,midwest,suburbs of the remaining 100 largest smsas,not very strong democrat,"moderate, middle of the road",catholic,no,not very strong,NA
p07946,2018,1782,0.5513305809659333,31,female,white,not hispanic,high school,"$25,000 to $29,999",2,working class,midwest,"other urban (counties having towns of 10,000 or more)",strong republican,slightly conservative,protestant,yes,strong,a great deal
p07947,2021,3424,0.8524152000343268,40,male,white,not hispanic,high school,"$40,000 to $49,999",3,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to republican",slightly conservative,orthodox-christian,NA,NA,NA
p07948,2021,3658,0.692494858676143,35,male,white,not hispanic,high school,"$20,000 to $22,499",1,lower class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,no,NA,a great deal
p07949,2021,2964,0.38768682111298225,29,female,white,not hispanic,bachelor's,"$12,500 to $14,999",1,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to republican",slightly conservative,protestant,no,NA,only some
p07950,2024,1710,0.42664863565836053,33,male,hispanic,"another hispanic, latino, or spanish origin",bachelor's,"$75,000 to $89,999",2,middle class,south,NA,strong democrat,liberal,catholic,no,strong,only some
p07951,2024,1137,0.7021773468837433,73,male,some other race,not hispanic,graduate,"$35,000 to $39,999",2,middle class,west,NA,strong republican,extremely conservative,protestant,yes,NA,only some
p07952,2024,189,0.8399341190813734,49,female,white,not hispanic,bachelor's,"$170,000 or over",NA,middle class,northeast,NA,strong democrat,slightly conservative,catholic,no,somewhat strong (vol.),a great deal
p07953,2021,823,0.8425678065498593,56,female,white,not hispanic,high school,"$25,000 to $29,999",2,working class,midwest,"other urban (counties having towns of 10,000 or more)",strong republican,"moderate, middle of the road",protestant,no,NA,a great deal
p07954,2021,2529,0.6143245915984062,70,male,white,not hispanic,graduate,"$150,000 to $169,999",2,middle class,west,suburbs of the remaining 100 largest smsas,"independent, close to democrat","moderate, middle of the road",none,no,NA,a great deal
p07955,2021,3904,0.542963051592464,49,female,white,"another hispanic, latino, or spanish origin",high school,"$10,000 to $12,499",2,working class,south,central city of the remainder of the 100 largest smsas,"independent (neither, no response)",slightly conservative,catholic,no,NA,only some
p07956,2021,1819,0.5487225053660058,67,male,white,not hispanic,bachelor's,"$110,000 to $129,999",2,middle class,midwest,suburbs of 12 largest smsas,"independent (neither, no response)",extremely conservative,protestant,yes,NA,only some
p07957,2022,386,0.47124282147680335,39,male,white,not hispanic,graduate,"$170,000 or over",NA,middle class,midwest,suburbs of the remaining 100 largest smsas,strong democrat,slightly liberal,catholic,no,NA,a great deal
p07958,2018,2249,0.8479595921166985,48,female,white,not hispanic,high school,"$50,000 to $59,999",4,working class,midwest,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)",slightly conservative,none,no,no religion,only some
p07959,2022,2667,0.1932064550945096,66,female,white,not hispanic,bachelor's,"$90,000 to $109,999",1,middle class,midwest,suburbs of the remaining 100 largest smsas,not very strong democrat,slightly liberal,catholic,yes,NA,a great deal
p07960,2018,1180,0.30092026985553977,59,female,black or african american,not hispanic,high school,"$3,000 to $3,999",1,lower class,midwest,central city of the remainder of the 100 largest smsas,not very strong democrat,extremely liberal,none,yes,no religion,hardly any
p07961,2018,2275,0.5964959731939649,40,female,white,not hispanic,associate/junior college,"$150,000 to $169,999",2,working class,south,"other rural (counties having no towns of 10,000 or more)",not very strong republican,conservative,protestant,yes,strong,hardly any
p07962,2021,2332,0.660323271425398,36,male,white,not hispanic,graduate,"$110,000 to $129,999",2,middle class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat",extremely liberal,none,no,NA,a great deal
p07963,2021,4271,0.6150723402925783,31,female,white,not hispanic,high school,"$12,500 to $14,999",1,working class,south,"other urban (counties having towns of 10,000 or more)","independent, close to democrat",liberal,other,NA,NA,NA
p07964,2022,1565,0.5867443433766854,70,male,white,not hispanic,high school,"$40,000 to $49,999",NA,middle class,south,suburbs of the remaining 100 largest smsas,not very strong republican,conservative,protestant,no,not very strong,only some
p07965,2022,1552,0.4748079574733637,53,female,black or african american,not hispanic,high school,"$150,000 to $169,999",NA,working class,south,suburbs of the remaining 100 largest smsas,not very strong democrat,"moderate, middle of the road",protestant,yes,NA,only some
p07966,2021,334,0.5487225053660058,72,male,white,not hispanic,bachelor's,"$50,000 to $59,999",2,working class,midwest,suburbs of the remaining 100 largest smsas,strong republican,"moderate, middle of the road",catholic,no,NA,a great deal
p07967,2021,2940,1.298918318685021,33,male,asian,not hispanic,bachelor's,"$90,000 to $109,999",3,middle class,west,central city of 12 largest smsas,"independent, close to democrat",liberal,hinduism,no,NA,only some
p07968,2021,2584,0.5389524851625892,70,female,white,not hispanic,high school,"$10,000 to $12,499",1,working class,west,"other urban (counties having towns of 10,000 or more)",not very strong republican,"moderate, middle of the road",protestant,yes,NA,only some
p07969,2024,2200,1.5966774838702478,50,female,white,not hispanic,high school,"$17,500 to $19,999",4,lower class,west,NA,"independent, close to republican",conservative,other,yes,strong,only some
p07970,2021,172,0.27338753593576604,64,female,white,not hispanic,bachelor's,"$90,000 to $109,999",1,middle class,south,central city of 12 largest smsas,strong democrat,liberal,other,NA,NA,NA
p07971,2018,2224,0.5644574374353317,59,male,white,not hispanic,high school,"$50,000 to $59,999",3,middle class,midwest,"other urban (counties having towns of 10,000 or more)","independent, close to republican",slightly conservative,protestant,no,not very strong,NA
p07972,2024,1134,0.34864461176989087,33,male,white,"mexican, mexican american, chicano/a",bachelor's,"$90,000 to $109,999",1,middle class,west,NA,"independent (neither, no response)",slightly liberal,catholic,yes,NA,NA
p07973,2024,2026,0.17928148797248983,67,female,white,not hispanic,graduate,"$35,000 to $39,999",1,working class,south,NA,not very strong republican,conservative,none,yes,NA,only some
p07974,2021,1719,0.6359386374064877,40,male,white,not hispanic,bachelor's,"$75,000 to $89,999",3,middle class,midwest,"other urban (counties having towns of 10,000 or more)",strong democrat,slightly liberal,none,no,NA,a great deal
p07975,2021,4117,0.8988667683904481,53,male,white,not hispanic,graduate,"$60,000 to $74,999",4,middle class,south,central city of the remainder of the 100 largest smsas,not very strong republican,slightly conservative,protestant,yes,NA,only some
p07976,2018,1200,0.3707698119951382,41,female,white,not hispanic,less than high school,"$15,000 to $17,499",1,lower class,west,suburbs of the remaining 100 largest smsas,"independent (neither, no response)",slightly conservative,protestant,yes,strong,NA
p07977,2022,1557,0.5776634938624171,50,male,white,not hispanic,associate/junior college,"$60,000 to $74,999",NA,working class,south,suburbs of the remaining 100 largest smsas,strong democrat,liberal,none,no,NA,a great deal
p07978,2021,3705,0.5676280719797376,59,female,white,"mexican, mexican american, chicano/a",graduate,"$110,000 to $129,999",2,working class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,slightly conservative,protestant,yes,NA,only some
p07979,2021,2488,0.39827736310269574,32,male,white,not hispanic,graduate,"$60,000 to $74,999",1,middle class,west,central city of the remainder of the 100 largest smsas,strong democrat,extremely liberal,protestant,no,NA,a great deal
p07980,2022,2300,0.1847946986811287,74,female,white,not hispanic,graduate,"$35,000 to $39,999",1,middle class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",protestant,yes,NA,NA
p07981,2018,1085,0.4019474697082967,69,female,white,"mexican, mexican american, chicano/a",high school,"$35,000 to $39,999",1,working class,south,central city of the remainder of the 100 largest smsas,strong democrat,liberal,catholic,no,strong,a great deal
p07982,2022,2040,0.36077843202903676,46,male,white,not hispanic,bachelor's,"$50,000 to $59,999",1,middle class,northeast,"other urban (counties having towns of 10,000 or more)",strong republican,"moderate, middle of the road",none,no,NA,NA
p07983,2024,2479,0.3667018513058076,40,female,black or african american,not hispanic,high school,"$1,000 to $2,999",4,middle class,south,NA,"independent (neither, no response)","moderate, middle of the road",protestant,yes,NA,only some
p07984,2018,1858,0.4720770461032393,86,female,white,not hispanic,graduate,"$60,000 to $74,999",1,middle class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,liberal,protestant,yes,strong,a great deal
p07985,2021,2198,0.9603656098517179,67,female,white,not hispanic,high school,"$10,000 to $12,499",2,lower class,south,suburbs of the remaining 100 largest smsas,"independent, close to democrat","moderate, middle of the road",none,yes,NA,a great deal
p07986,2022,1960,0.8100236250097093,68,female,white,not hispanic,bachelor's,"$150,000 to $169,999",NA,middle class,northeast,suburbs of the remaining 100 largest smsas,strong democrat,"moderate, middle of the road",catholic,no,NA,a great deal
p07987,2022,939,0.46764754722926954,39,female,white,"mexican, mexican american, chicano/a",bachelor's,"$50,000 to $59,999",4,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",other,no,NA,NA
p07988,2021,2514,0.6808415711634334,64,male,white,not hispanic,graduate,"$75,000 to $89,999",4,middle class,west,suburbs of the remaining 100 largest smsas,not very strong democrat,slightly liberal,catholic,yes,NA,a great deal
p07989,2021,4360,1.298918318685021,35,male,asian,not hispanic,bachelor's,"$90,000 to $109,999",3,middle class,west,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,NA,NA,NA
p07990,2022,2392,0.4613930590385313,71,male,white,not hispanic,bachelor's,"$150,000 to $169,999",2,upper class,south,central city of the remainder of the 100 largest smsas,"independent (neither, no response)",slightly conservative,none,no,no religion,a great deal
p07991,2024,1769,0.36952766578714885,62,female,white,not hispanic,high school,"$25,000 to $29,999",NA,working class,south,NA,strong democrat,liberal,protestant,no,not very strong,a great deal
p07992,2022,888,0.4647336443104656,63,male,black or african american,not hispanic,high school,"$35,000 to $39,999",1,working class,northeast,suburbs of 12 largest smsas,strong democrat,liberal,protestant,yes,strong,only some
p07993,2018,92,0.6953982713459669,77,female,white,not hispanic,graduate,"$110,000 to $129,999",1,middle class,northeast,central city of 12 largest smsas,strong democrat,extremely liberal,protestant,yes,strong,NA
